Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,w,lnw
260888,11314000750430,October,VA,3333.1217,2173.07,40,44,1,,42,1,5,0,0,"Native, Born In US",5,National security and international affairs (928),840,Government - Federal,No,No,Employed-Absent,1.0,False,54.326750000000004,3.995016739153331
264560,44005862000461,November,AR,1511.4218,576.92,40,43,1,,22,1,7,0,0,"Native, Born In US",7,Miscellaneous general merchandise stores (4529),840,"Private, For Profit",No,No,Employed-At Work,1.0,False,14.422999999999998,2.668824154601373
264932,610257414767,November,CA,3281.9402,2884.61,60,44,4,,40,1,1,2,3,"Native, Born In US",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,48.07683333333333,3.8728004256064557
265102,52036703002561,November,CA,4262.7529,2884.61,50,46,4,,35,2,1,2,5,"Foreign Born, Not a US Citizen",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,57.6922,4.0551219824004106
265295,183290060005942,November,CA,4049.563,1538.3,40,43,1,1.0,48,2,1,0,0,"Native, Born In US",9,Individual and family services (6241),840,"Private, Nonprofit",No,No,Employed-At Work,1.0,True,38.457499999999996,3.649553735447769
265426,410007480610676,November,CA,3156.7347,865.0,40,43,1,,32,2,1,2,5,"Foreign Born, Not a US Citizen",9,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",840,"Private, For Profit",No,No,Employed-Absent,1.0,True,21.625,3.073850052817943
265723,679220287640950,November,CA,3153.322,865.0,40,43,4,,32,2,1,1,3,"Foreign Born, US Cit By Naturalization",9,Computer systems design and related services (5415),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,21.625,3.073850052817943
265844,796749750499001,November,CA,3098.4624,2884.61,50,45,1,,29,2,7,0,0,"Native, Born In US",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,57.6922,4.0551219824004106
265874,808009982610612,November,CA,3754.5457,2884.61,40,43,4,,37,1,7,0,0,"Foreign Born, US Cit By Naturalization",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462
265878,808012924610253,November,CA,3436.2644,1084.0,40,43,4,,50,2,1,0,0,"Foreign Born, US Cit By Naturalization",9,"Radio and television broadcasting and cable (5151, 5152, 5175)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,27.1,3.299533727885655
266347,136750060104558,November,CA,3106.6499,1938.0,40,43,1,,64,1,1,0,0,"Native, Born In US",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,48.45,3.880532338336775
266461,291265006600683,November,CA,2902.7981,2884.61,45,44,1,,42,1,1,2,8,"Native, Born In US",9,Management of companies and enterprises (551),840,"Private, For Profit",No,No,Employed-At Work,1.0,False,64.10244444444444,4.1604824980582364
267740,47280590770897,November,CT,1102.0471,1153.84,40,39,1,,34,1,1,1,1,"Native, Born In US",1,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,28.845999999999997,3.3619713351613183
273690,306209630110250,November,KY,2175.7938,1038.0,45,43,1,,48,2,4,0,0,"Native, Born In US",6,Elementary and secondary schools (6111),840,Government - State,No,No,Employed-At Work,1.0,True,23.066666666666666,3.138388573955514
275223,189562050068356,November,MA,2637.9719,2884.61,40,43,1,,22,1,7,0,0,"Native, Born In US",1,"Management, scientific, and technical consulting services (5416)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,72.11525,4.27826553371462
276405,905001852104397,November,MN,1637.7405,1923.07,40,40,1,,37,2,1,0,0,"Native, Born In US",4,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,48.07675,3.872798692268385
280373,679960396980953,November,NY,3195.6845,1307.0,40,43,1,,36,1,7,0,0,"Native, Born In US",2,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,32.675,3.4866102595102855
282041,30910170925367,November,OH,3285.9634,1730.76,50,43,1,,27,2,1,0,0,"Native, Born In US",3,"Non-depository credit and related activities (5222, 5223)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,34.6152,3.544292891955273
282097,357307160900169,November,OH,2862.3831,1653.84,40,44,4,,32,2,1,0,0,"Foreign Born, Not a US Citizen",3,"Pottery, ceramics, and related products manufacturing (32711)",840,"Private, For Profit",No,No,Employed-At Work,1.0,True,41.346,3.721975681603126
283623,305909354694392,November,PA,3664.1491,1730.0,55,43,1,,27,2,7,0,0,"Native, Born In US",2,Computer systems design and related services (5415),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,31.454545454545453,3.4485435022593536
287275,205009964105179,November,UT,1433.8957,2307.69,42,43,1,,38,1,1,4,11,"Native, Born In US",8,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,54.945,4.006332684898887
287854,5007715100421,November,VA,2863.712,769.23,40,44,1,,37,2,7,2,3,"Native, Born In US",5,Miscellaneous general merchandise stores (4529),840,"Private, For Profit",No,No,Employed-At Work,1.0,True,19.23075,2.9565105604002095
288029,81145510990695,November,VA,2290.9595,1346.15,40,43,4,,31,1,7,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,33.65375,3.516124491189194
288441,110006945330013,November,WA,2952.3692,1173.07,50,43,1,,26,1,7,0,0,"Native, Born In US",9,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",840,"Private, For Profit",No,No,Employed-At Work,1.0,False,23.461399999999998,3.155356517489116
291413,550870838581000,December,AR,1051.2012,586.53,40,43,1,,25,1,7,0,0,"Native, Born In US",7,"Colleges and universities, including junior colleges (6112, 6113)",840,Government - State,No,No,Employed-Absent,1.0,False,14.66325,2.685344363566572
